request,dvr,file,status,timestamp,upload_timestamp,original_size,converted_size,format
001000007462323203720240918170038000,0000074623232037,2024_09_18_17_00_57_0000074623232037.h264,completed,"2024-09-18 17:02:37","2024-09-18 17:03:24.997588+00:00",25,29,h264
001000007462323203720240918170038000,0000074623232037,2024_09_18_16_59_58_0000074623232037.h264,completed,"2024-09-18 17:01:35","2024-09-18 17:02:15.720387+00:00",23,28,h264
001000007462310507419710101000114376,0000074623105074,1971_01_01_00_01_13_0000074623105074_NV.h264,pending,"2024-09-18 16:06:58",NULL,0,0,h264
001000007462227313120240918152444000,0000074622273131,2024_09_18_15_24_33_0000074622273131.ts,completed,"2024-09-18 15:25:39","2024-09-18 15:27:55.826803+00:00",14,43,ts
001000007462227313120240918152444000,0000074622273131,2024_09_18_15_23_35_0000074622273131.ts,completed,"2024-09-18 15:24:53","2024-09-18 15:28:03.861568+00:00",14,42,ts
001000007462212400320240918112601000,0000074622124003,2024_09_18_11_25_31_0000074622124003.ts,"Less than 100.0 KiB","2024-09-18 15:12:37","2024-09-18 15:12:40.323178+00:00",0,0,ts
001000007462212400320240918112601000,0000074622124003,2024_09_18_11_24_28_0000074622124003.ts,pending,"2024-09-18 15:12:19",NULL,0,0,ts
001000007462323203720240918140920000,0000074623232037,2024_09_18_14_09_51_0000074623232037.h264,completed,"2024-09-18 14:10:56","2024-09-18 14:11:42.989344+00:00",15,19,h264
001000007462323203720240918140920000,0000074623232037,2024_09_18_14_08_51_0000074623232037.h264,completed,"2024-09-18 14:10:01","2024-09-18 14:10:38.333520+00:00",9,13,h264
001000007461321598520240918140007000,0000074613215985,2024_09_18_14_00_21_0000074613215985.h264,completed,"2024-09-18 14:00:39","2024-09-18 14:01:40.831454+00:00",28,30,h264
001000007461321598520240918140007000,0000074613215985,2024_09_18_13_59_22_0000074613215985.h264,completed,"2024-09-18 14:00:14","2024-09-18 14:01:10.656355+00:00",27,30,h264
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_28_37_0000074623263052.ts,pending,"2024-09-18 09:29:41",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_27_39_0000074623263052.ts,pending,"2024-09-18 09:28:42",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_26_40_0000074623263052.ts,pending,"2024-09-18 09:28:01",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_25_40_0000074623263052.ts,pending,"2024-09-18 09:27:54",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_24_39_0000074623263052.ts,pending,"2024-09-18 09:27:45",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_17_34_0000074623263052.ts,"Less than 100.0 KiB","2024-09-18 09:27:41","2024-09-18 09:27:43.333441+00:00",0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_16_35_0000074623263052.ts,pending,"2024-09-18 09:27:25",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_15_34_0000074623263052.ts,pending,"2024-09-18 09:27:18",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_13_13_0000074623263052.ts,"Less than 100.0 KiB","2024-09-18 09:27:13","2024-09-18 09:27:16.263695+00:00",0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_12_13_0000074623263052.ts,pending,"2024-09-18 09:27:07",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_11_14_0000074623263052.ts,pending,"2024-09-18 09:27:00",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_10_15_0000074623263052.ts,pending,"2024-09-18 09:26:53",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_09_16_0000074623263052.ts,pending,"2024-09-18 09:26:46",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_08_16_0000074623263052.ts,pending,"2024-09-18 09:26:38",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_07_17_0000074623263052.ts,pending,"2024-09-18 09:26:32",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_06_18_0000074623263052.ts,pending,"2024-09-18 09:26:24",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_05_19_0000074623263052.ts,pending,"2024-09-18 09:26:15",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_04_20_0000074623263052.ts,pending,"2024-09-18 09:26:08",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_03_20_0000074623263052.ts,pending,"2024-09-18 09:26:01",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_02_22_0000074623263052.ts,pending,"2024-09-18 09:25:53",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_01_22_0000074623263052.ts,pending,"2024-09-18 09:25:45",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_09_00_23_0000074623263052.ts,pending,"2024-09-18 09:25:38",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_08_59_24_0000074623263052.ts,pending,"2024-09-18 09:25:31",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_08_58_25_0000074623263052.ts,pending,"2024-09-18 09:25:23",NULL,0,0,ts
001000007462326305220240918092509000,0000074623263052,2024_09_18_08_57_26_0000074623263052.ts,pending,"2024-09-18 09:25:14",NULL,0,0,ts
001000007461430497920240918084538000,0000074614304979,2024_09_18_08_46_06_0000074614304979.h264,pending,"2024-09-18 08:46:17",NULL,0,0,h264
001000007461430497920240918084538000,0000074614304979,2024_09_18_08_44_16_0000074614304979.h264,pending,"2024-09-18 08:45:45",NULL,0,0,h264
001000007462317224120240918063941000,0000074623172241,2024_09_18_06_09_09_0000074623172241.ts,completed,"2024-09-18 06:54:50","2024-09-18 06:55:59.716218+00:00",4,18,ts
001000007462317224120240918063941000,0000074623172241,2024_09_18_06_08_09_0000074623172241.ts,completed,"2024-09-18 06:46:17","2024-09-18 06:47:21.808371+00:00",4,16,ts
001000007462317224120240918063941000,0000074623172241,2024_09_18_06_07_10_0000074623172241.ts,completed,"2024-09-18 06:45:04","2024-09-18 06:46:15.381499+00:00",4,16,ts
001000007462317224120240918063941000,0000074623172241,2024_09_18_06_06_10_0000074623172241.ts,completed,"2024-09-18 06:43:45","2024-09-18 06:44:51.111991+00:00",4,16,ts
001000007462317224120240918063941000,0000074623172241,2024_09_18_06_05_11_0000074623172241.ts,completed,"2024-09-18 06:42:15","2024-09-18 06:43:14.765396+00:00",4,15,ts
001000007462317224120240918063941000,0000074623172241,2024_09_18_06_04_13_0000074623172241.ts,completed,"2024-09-18 06:40:59","2024-09-18 06:42:06.906358+00:00",3,14,ts
001000007462317224120240918063941000,0000074623172241,2024_09_18_06_04_13_0000074623172241.ts,completed,"2024-09-18 06:40:49","2024-09-18 06:42:06.906358+00:00",3,14,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_06_01_41_0000074623263060.ts,completed,"2024-09-18 06:02:45","2024-09-18 06:03:28.352626+00:00",1,3,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_06_00_42_0000074623263060.ts,completed,"2024-09-18 06:01:46","2024-09-18 06:02:33.125513+00:00",2,5,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_59_42_0000074623263060.ts,completed,"2024-09-18 06:00:47","2024-09-18 06:01:46.565258+00:00",3,10,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_58_44_0000074623263060.ts,completed,"2024-09-18 06:00:16","2024-09-18 06:01:19.256558+00:00",3,9,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_57_45_0000074623263060.ts,completed,"2024-09-18 06:00:10","2024-09-18 06:01:16.826949+00:00",2,5,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_56_46_0000074623263060.ts,completed,"2024-09-18 06:00:03","2024-09-18 06:00:59.207062+00:00",3,8,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_55_47_0000074623263060.ts,completed,"2024-09-18 05:59:56","2024-09-18 06:01:44.528771+00:00",6,18,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_54_48_0000074623263060.ts,completed,"2024-09-18 05:59:49","2024-09-18 06:00:45.234019+00:00",3,8,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_53_49_0000074623263060.ts,completed,"2024-09-18 05:59:41","2024-09-18 06:00:56.970404+00:00",3,8,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_52_50_0000074623263060.ts,completed,"2024-09-18 05:59:34","2024-09-18 06:01:00.297027+00:00",3,12,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_51_51_0000074623263060.ts,completed,"2024-09-18 05:59:26","2024-09-18 06:00:28.796086+00:00",2,5,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_50_52_0000074623263060.ts,completed,"2024-09-18 05:59:20","2024-09-18 06:00:05.737601+00:00",2,4,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_49_53_0000074623263060.ts,completed,"2024-09-18 05:59:13","2024-09-18 06:00:01.707352+00:00",1,4,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_48_54_0000074623263060.ts,completed,"2024-09-18 05:59:07","2024-09-18 06:00:06.582016+00:00",1,4,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_47_56_0000074623263060.ts,completed,"2024-09-18 05:59:00","2024-09-18 05:59:46.762812+00:00",2,5,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_42_01_0000074623263060.ts,completed,"2024-09-18 05:58:40","2024-09-18 05:59:59.013157+00:00",4,15,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_40_03_0000074623263060.ts,completed,"2024-09-18 05:58:29","2024-09-18 05:59:44.285699+00:00",4,15,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_39_04_0000074623263060.ts,completed,"2024-09-18 05:58:23","2024-09-18 05:59:35.939910+00:00",4,14,ts
001000007462326306020240918055807000,0000074623263060,duplicate,completed,"2024-09-18 05:58:16",2024-09-18T05:58:16Z,0,0,ts
001000007462326306020240918055807000,0000074623263060,duplicate,completed,"2024-09-18 05:58:15",2024-09-18T05:58:15Z,0,0,ts
001000007462326306020240918055807000,0000074623263060,duplicate,completed,"2024-09-18 05:58:14",2024-09-18T05:58:14Z,0,0,ts
001000007462326306020240918055807000,0000074623263060,2024_09_18_05_38_05_0000074623263060.ts,completed,"2024-09-18 05:58:13","2024-09-18 05:59:26.548168+00:00",4,14,ts
001000007462326306020240918055807000,0000074623263060,duplicate,completed,"2024-09-18 05:58:13",2024-09-18T05:58:13Z,0,0,ts
001000007462326306020240918055807000,0000074623263060,duplicate,completed,"2024-09-18 05:58:12",2024-09-18T05:58:12Z,0,0,ts
001000007462326306020240918055807000,0000074623263060,duplicate,completed,"2024-09-18 05:58:12",2024-09-18T05:58:12Z,0,0,ts
001000007462326306020240918055807000,0000074623263060,duplicate,completed,"2024-09-18 05:58:11",2024-09-18T05:58:11Z,0,0,ts
001000007462326306020240918055138000,0000074623263060,duplicate,completed,"2024-09-18 05:51:46",2024-09-18T05:51:46Z,0,0,ts
001000007462326306020240918055138000,0000074623263060,duplicate,completed,"2024-09-18 05:51:44",2024-09-18T05:51:44Z,0,0,ts
001000007462326306020240918055138000,0000074623263060,duplicate,completed,"2024-09-18 05:51:43",2024-09-18T05:51:43Z,0,0,ts
001000007462326306020240918055138000,0000074623263060,duplicate,completed,"2024-09-18 05:51:43",2024-09-18T05:51:43Z,0,0,ts
001000007462326306020240918055138000,0000074623263060,duplicate,completed,"2024-09-18 05:51:42",2024-09-18T05:51:42Z,0,0,ts
001000007462326306020240918055138000,0000074623263060,duplicate,completed,"2024-09-18 05:51:41",2024-09-18T05:51:41Z,0,0,ts
001000007462326306020240918055138000,0000074623263060,duplicate,completed,"2024-09-18 05:51:41",2024-09-18T05:51:41Z,0,0,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_48_54_0000074623263060.ts,completed,"2024-09-18 05:49:58","2024-09-18 05:50:45.459995+00:00",1,4,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_47_56_0000074623263060.ts,completed,"2024-09-18 05:49:00","2024-09-18 05:49:46.273789+00:00",2,5,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_46_56_0000074623263060.ts,completed,"2024-09-18 05:48:11","2024-09-18 05:49:11.826713+00:00",2,5,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_45_57_0000074623263060.ts,completed,"2024-09-18 05:48:05","2024-09-18 05:49:04.272733+00:00",2,5,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_44_58_0000074623263060.ts,completed,"2024-09-18 05:47:57","2024-09-18 05:49:35.588252+00:00",6,20,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_44_00_0000074623263060.ts,completed,"2024-09-18 05:47:51","2024-09-18 05:48:51.179119+00:00",4,16,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_43_00_0000074623263060.ts,completed,"2024-09-18 05:47:43","2024-09-18 05:48:40.352179+00:00",4,15,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_42_01_0000074623263060.ts,completed,"2024-09-18 05:47:36","2024-09-18 05:48:51.170768+00:00",4,15,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_41_02_0000074623263060.ts,completed,"2024-09-18 05:47:25","2024-09-18 05:48:27.095558+00:00",4,14,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_40_03_0000074623263060.ts,completed,"2024-09-18 05:47:18","2024-09-18 05:48:14.994443+00:00",4,15,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_39_04_0000074623263060.ts,completed,"2024-09-18 05:47:12","2024-09-18 05:48:08.201532+00:00",4,14,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_38_05_0000074623263060.ts,completed,"2024-09-18 05:47:04","2024-09-18 05:48:19.577804+00:00",4,14,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_37_06_0000074623263060.ts,completed,"2024-09-18 05:46:55","2024-09-18 05:48:13.609189+00:00",4,15,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_36_07_0000074623263060.ts,completed,"2024-09-18 05:46:48","2024-09-18 05:47:46.440595+00:00",4,14,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_35_08_0000074623263060.ts,completed,"2024-09-18 05:46:40","2024-09-18 05:47:57.114692+00:00",4,16,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_34_09_0000074623263060.ts,completed,"2024-09-18 05:46:32","2024-09-18 05:47:35.327191+00:00",5,17,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_33_10_0000074623263060.ts,completed,"2024-09-18 05:46:25","2024-09-18 05:47:27.134765+00:00",4,15,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_32_11_0000074623263060.ts,completed,"2024-09-18 05:46:18","2024-09-18 05:47:37.978509+00:00",4,16,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_31_11_0000074623263060.ts,completed,"2024-09-18 05:46:12","2024-09-18 05:47:24.440073+00:00",4,14,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_30_13_0000074623263060.ts,completed,"2024-09-18 05:46:04","2024-09-18 05:47:21.350012+00:00",4,15,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_29_14_0000074623263060.ts,completed,"2024-09-18 05:45:56","2024-09-18 05:47:09.501259+00:00",6,24,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_28_14_0000074623263060.ts,completed,"2024-09-18 05:45:50","2024-09-18 05:47:03.501960+00:00",4,13,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_27_15_0000074623263060.ts,completed,"2024-09-18 05:45:43","2024-09-18 05:46:54.000909+00:00",3,12,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_26_16_0000074623263060.ts,completed,"2024-09-18 05:45:35","2024-09-18 05:46:31.932894+00:00",3,12,ts
001000007462326306020240918054523000,0000074623263060,2024_09_18_05_25_17_0000074623263060.ts,completed,"2024-09-18 05:45:28","2024-09-18 05:46:37.526945+00:00",3,12,ts
001000007462319106220240918045042000,0000074623191062,duplicate,completed,"2024-09-18 04:50:44",2024-09-18T04:50:44Z,0,0,ts
001000007462319106220240918042952000,0000074623191062,duplicate,completed,"2024-09-18 04:30:26",2024-09-18T04:30:26Z,0,0,ts
001000007462319106220240918042952000,0000074623191062,duplicate,completed,"2024-09-18 04:30:26",2024-09-18T04:30:26Z,0,0,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_24_25_0000074623191062.ts,completed,"2024-09-18 04:25:29","2024-09-18 04:26:25.081562+00:00",1,3,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_23_26_0000074623191062.ts,completed,"2024-09-18 04:24:31","2024-09-18 04:25:29.119268+00:00",2,4,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_22_27_0000074623191062.ts,completed,"2024-09-18 04:23:30","2024-09-18 04:24:25.601880+00:00",1,4,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_21_27_0000074623191062.ts,completed,"2024-09-18 04:23:05","2024-09-18 04:24:04.269830+00:00",2,5,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_20_28_0000074623191062.ts,completed,"2024-09-18 04:22:58","2024-09-18 04:23:56.018438+00:00",1,4,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_19_28_0000074623191062.ts,completed,"2024-09-18 04:22:52","2024-09-18 04:23:49.744248+00:00",3,9,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_18_29_0000074623191062.ts,completed,"2024-09-18 04:22:47","2024-09-18 04:23:41.077254+00:00",2,8,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_17_30_0000074623191062.ts,completed,"2024-09-18 04:22:41","2024-09-18 04:23:50.001697+00:00",2,7,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_16_30_0000074623191062.ts,completed,"2024-09-18 04:22:33","2024-09-18 04:23:46.453868+00:00",2,7,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_15_31_0000074623191062.ts,completed,"2024-09-18 04:22:26","2024-09-18 04:24:06.374200+00:00",6,16,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_14_32_0000074623191062.ts,completed,"2024-09-18 04:22:19","2024-09-18 04:23:11.887742+00:00",2,6,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_13_33_0000074623191062.ts,completed,"2024-09-18 04:22:11","2024-09-18 04:23:13.271613+00:00",2,4,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_12_34_0000074623191062.ts,completed,"2024-09-18 04:22:06","2024-09-18 04:23:33.308800+00:00",4,13,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_11_34_0000074623191062.ts,completed,"2024-09-18 04:21:57","2024-09-18 04:22:48.277052+00:00",2,7,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_04_10_34_0000074623191062.ts,completed,"2024-09-18 04:21:50","2024-09-18 04:22:43.912996+00:00",2,6,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_38_05_0000074623191062.ts,completed,"2024-09-18 04:21:44","2024-09-18 04:22:30.359763+00:00",1,4,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_37_11_0000074623191062.ts,completed,"2024-09-18 04:21:37","2024-09-18 04:23:17.742042+00:00",6,21,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_36_12_0000074623191062.ts,completed,"2024-09-18 04:21:29","2024-09-18 04:22:37.089613+00:00",3,11,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_35_12_0000074623191062.ts,completed,"2024-09-18 04:21:21","2024-09-18 04:22:17.082487+00:00",3,12,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_34_03_0000074623191062.ts,completed,"2024-09-18 04:21:15","2024-09-18 04:22:29.650988+00:00",3,12,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_33_14_0000074623191062.ts,completed,"2024-09-18 04:21:08","2024-09-18 04:22:16.583617+00:00",3,12,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_32_14_0000074623191062.ts,completed,"2024-09-18 04:21:01","2024-09-18 04:22:15.966342+00:00",4,14,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_31_15_0000074623191062.ts,completed,"2024-09-18 04:20:55","2024-09-18 04:22:11.942763+00:00",4,14,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_30_15_0000074623191062.ts,completed,"2024-09-18 04:20:46","2024-09-18 04:21:57.103986+00:00",5,21,ts
001000007462319106220240918042032000,0000074623191062,2024_09_18_03_29_16_0000074623191062.ts,completed,"2024-09-18 04:20:39","2024-09-18 04:21:56.372953+00:00",4,16,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_12_49_0000074623191062.ts,completed,"2024-09-18 03:13:55","2024-09-18 03:14:49.513227+00:00",3,13,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_11_51_0000074623191062.ts,completed,"2024-09-18 03:12:56","2024-09-18 03:14:05.734100+00:00",3,13,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_10_51_0000074623191062.ts,completed,"2024-09-18 03:12:26","2024-09-18 03:13:20.302754+00:00",3,13,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_09_52_0000074623191062.ts,completed,"2024-09-18 03:12:19","2024-09-18 03:13:13.028171+00:00",3,13,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_08_51_0000074623191062.ts,completed,"2024-09-18 03:12:13","2024-09-18 03:13:10.074247+00:00",3,14,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_04_50_0000074623191062.ts,completed,"2024-09-18 03:12:05","2024-09-18 03:13:08.503764+00:00",3,11,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_02_50_0000074623191062.ts,completed,"2024-09-18 03:11:58","2024-09-18 03:12:37.542009+00:00",2,4,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_01_51_0000074623191062.ts,completed,"2024-09-18 03:11:53","2024-09-18 03:12:38.087414+00:00",2,4,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_03_00_52_0000074623191062.ts,completed,"2024-09-18 03:11:47","2024-09-18 03:12:43.230608+00:00",1,4,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_59_52_0000074623191062.ts,completed,"2024-09-18 03:11:39","2024-09-18 03:12:24.242240+00:00",1,3,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_58_54_0000074623191062.ts,completed,"2024-09-18 03:11:33","2024-09-18 03:12:14.065684+00:00",1,3,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_57_55_0000074623191062.ts,completed,"2024-09-18 03:11:27","2024-09-18 03:12:23.572032+00:00",2,4,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_56_55_0000074623191062.ts,completed,"2024-09-18 03:11:19","2024-09-18 03:12:38.685581+00:00",3,10,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_55_54_0000074623191062.ts,completed,"2024-09-18 03:11:12","2024-09-18 03:12:03.323920+00:00",2,4,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_27_45_0000074623191062.ts,completed,"2024-09-18 03:11:06","2024-09-18 03:12:07.199698+00:00",1,4,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_28_29_0000074623191062.ts,completed,"2024-09-18 03:11:01","2024-09-18 03:11:28.586501+00:00",1,2,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_26_46_0000074623191062.ts,completed,"2024-09-18 03:10:54","2024-09-18 03:11:40.263203+00:00",1,4,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_25_47_0000074623191062.ts,completed,"2024-09-18 03:10:47","2024-09-18 03:11:37.501136+00:00",2,6,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_24_48_0000074623191062.ts,completed,"2024-09-18 03:10:35","2024-09-18 03:11:37.433683+00:00",2,9,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_23_48_0000074623191062.ts,completed,"2024-09-18 03:10:29","2024-09-18 03:11:30.701449+00:00",3,12,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_22_47_0000074623191062.ts,completed,"2024-09-18 03:10:23","2024-09-18 03:11:48.514208+00:00",3,10,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_20_35_0000074623191062.ts,completed,"2024-09-18 03:10:16","2024-09-18 03:11:19.736393+00:00",2,5,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_19_43_0000074623191062.ts,completed,"2024-09-18 03:10:09","2024-09-18 03:11:28.339875+00:00",2,6,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_18_43_0000074623191062.ts,completed,"2024-09-18 03:10:03","2024-09-18 03:11:23.274326+00:00",2,6,ts
001000007462319106220240918030950000,0000074623191062,2024_09_18_02_17_44_0000074623191062.ts,completed,"2024-09-18 03:09:55","2024-09-18 03:11:12.614078+00:00",4,9,ts
001000007462319104920240918003642000,0000074623191049,2024_09_18_00_35_04_0000074623191049.ts,completed,"2024-09-18 02:09:35","2024-09-18 02:11:00.130808+00:00",8,28,ts
001000007462319104920240918003642000,0000074623191049,2024_09_17_20_10_15_0000074623191049.ts,"Less than 100.0 KiB","2024-09-18 02:09:30","2024-09-18 02:09:33.770059+00:00",0,0,ts
001000007462319104920240918003642000,0000074623191049,2024_09_17_20_09_15_0000074623191049.ts,completed,"2024-09-18 02:09:21","2024-09-18 02:10:11.526620+00:00",2,7,ts
001000007462319104920240918003642000,0000074623191049,2024_09_17_20_08_17_0000074623191049.ts,completed,"2024-09-18 02:09:14","2024-09-18 02:10:04.953622+00:00",2,8,ts
001000007462319104920240918003642000,0000074623191049,2024_09_17_20_07_18_0000074623191049.ts,completed,"2024-09-18 02:09:07","2024-09-18 02:10:10.477110+00:00",2,7,ts
001000007462305101720240918013735000,0000074623051017,2024_09_18_01_36_28_0000074623051017.ts,completed,"2024-09-18 01:37:43","2024-09-18 01:39:23.167937+00:00",3,9,ts
001000007462319106220240918011142000,0000074623191062,2024_09_18_01_15_31_0000074623191062.ts,completed,"2024-09-18 01:16:37","2024-09-18 01:17:26.652730+00:00",1,4,ts
001000007462319106220240918011142000,0000074623191062,2024_09_18_01_14_33_0000074623191062.ts,completed,"2024-09-18 01:15:37","2024-09-18 01:16:27.935787+00:00",2,5,ts
001000007462319106220240918011142000,0000074623191062,2024_09_18_01_13_33_0000074623191062.ts,completed,"2024-09-18 01:14:37","2024-09-18 01:15:38.515827+00:00",3,8,ts
001000007462319104920240918003642000,0000074623191049,2024_09_17_20_06_18_0000074623191049.ts,completed,"2024-09-18 01:14:26","2024-09-18 01:15:14.157822+00:00",2,7,ts
001000007462319104920240918003642000,0000074623191049,2024_09_17_20_05_19_0000074623191049.ts,completed,"2024-09-18 01:14:19","2024-09-18 01:15:05.641427+00:00",2,7,ts
001000007462319104920240918003642000,0000074623191049,2024_09_17_20_04_21_0000074623191049.ts,completed,"2024-09-18 01:14:12","2024-09-18 01:15:13.115019+00:00",2,7,ts
001000007462319106220240918011142000,0000074623191062,2024_09_18_01_12_34_0000074623191062.ts,completed,"2024-09-18 01:14:08","2024-09-18 01:15:27.875084+00:00",3,9,ts
